Disease,Gene,Number of Publications
Crohn's Disease,SLC7A13,1
Crohn's Disease,SLC7A6,1
Crohn's Disease,SLC7A9,1
Crohn's Disease,SLCO1B1,1
Crohn's Disease,SLCO3A1,1
Crohn's Disease,SLCO6A1,1
Crohn's Disease,SMAD2,1
Crohn's Disease,SMAD3,4
Crohn's Disease,SMAD4,1
Crohn's Disease,SMAD7,1
Crohn's Disease,SMARCB1,1
Crohn's Disease,SMARCD3,1
Crohn's Disease,SMPDL3A,1
Crohn's Disease,SNX20,1
Crohn's Disease,SNX3,1
Crohn's Disease,SOCS5,1
Crohn's Disease,SOD1,2
Crohn's Disease,SOX9,1
Crohn's Disease,SPAG17,1
Crohn's Disease,SPP1,1
Crohn's Disease,ST6GAL1,1
Crohn's Disease,ST8SIA4,1
Crohn's Disease,STAT3,26
Crohn's Disease,STAT4,11
Crohn's Disease,STAT5A,4
Crohn's Disease,STAT5B,1
Crohn's Disease,STAT6,3
Crohn's Disease,STX8,3
Crohn's Disease,SUCLA2,1
Crohn's Disease,SULT1A2,1
Crohn's Disease,SURF1,1
Crohn's Disease,SUV420H1,1
Crohn's Disease,SYMPK,1
Crohn's Disease,TAB2,1
Crohn's Disease,TAF3,1
Crohn's Disease,TAGAP,3
Crohn's Disease,TBX21,1
Crohn's Disease,TCF7L2,2
Crohn's Disease,TCN2,2
Crohn's Disease,TDRD9,1
Crohn's Disease,TF,1
Crohn's Disease,TG,1
Crohn's Disease,TGFB1,10
Crohn's Disease,THSD7A,1
Crohn's Disease,TIMMDC1,1
Crohn's Disease,TIMP1,1
Crohn's Disease,TIMP2,1
Crohn's Disease,TIMP3,1
Crohn's Disease,TJP1,1
Crohn's Disease,TLE1,1
Crohn's Disease,TLR1,5
Crohn's Disease,TLR10,2
Crohn's Disease,TLR2,14
Crohn's Disease,TLR4,60
Crohn's Disease,TLR5,6
Crohn's Disease,TLR6,4
Crohn's Disease,TLR9,10
Crohn's Disease,TMEM183A,1
Crohn's Disease,TNF,87
Crohn's Disease,TNFAIP3,5
Crohn's Disease,TNFAIP6,1
Crohn's Disease,TNFRSF11B,1
Crohn's Disease,TNFRSF14,2
Crohn's Disease,TNFRSF1A,17
Crohn's Disease,TNFRSF1B,11
Crohn's Disease,TNFRSF6B,4
Crohn's Disease,TNFSF11,1
Crohn's Disease,TNFSF13B,1
Crohn's Disease,TNFSF15,44
Crohn's Disease,TNFSF18,1
Crohn's Disease,TNFSF8,1
Crohn's Disease,TNNI3K,1
Crohn's Disease,TP53,9
Crohn's Disease,TPH1,1
Crohn's Disease,TPMT,27
Crohn's Disease,TPPP3,1
Crohn's Disease,TRAF1,1
Crohn's Disease,TRAF3IP2,4
Crohn's Disease,TRAF6,1
Crohn's Disease,TRAIP,2
Crohn's Disease,TRDN,1
Crohn's Disease,TREM1,1
Crohn's Disease,TRIB1,2
Crohn's Disease,TRIM22,1
Crohn's Disease,TRIM66,1
Crohn's Disease,TRPM2,1
Crohn's Disease,TSPAN32,1
Crohn's Disease,TSPAN8,1
Crohn's Disease,TTN,1
Crohn's Disease,TYK2,4
Crohn's Disease,UBA7,2
Crohn's Disease,UBE2L3,3
Crohn's Disease,UCP2,1
Crohn's Disease,UGT1A1,2
Crohn's Disease,UGT1A7,1
Crohn's Disease,UGT2B17,1
Crohn's Disease,ULK1,2
Crohn's Disease,USH1C,1
Crohn's Disease,USP15,1
Crohn's Disease,USP25,3
Crohn's Disease,USP4,1
Crohn's Disease,VANGL2,1
Crohn's Disease,VDR,16
Crohn's Disease,VEGF,1
Crohn's Disease,VEGFA,2
Crohn's Disease,VIM,1
Crohn's Disease,VIP,3
Crohn's Disease,VTCN1,1
Crohn's Disease,WASF1,1
Crohn's Disease,WBP4,1
Crohn's Disease,WNT10B,1
Crohn's Disease,WNT16,1
Crohn's Disease,WNT7B,1
Crohn's Disease,WWOX,1
Crohn's Disease,XDH,2
Crohn's Disease,XIAP,2
Crohn's Disease,XPC,1
Crohn's Disease,XPR1,1
Crohn's Disease,YY1,1
Crohn's Disease,ZAP70,1
Crohn's Disease,ZBTB38,1
Crohn's Disease,ZDHHC1,1
Crohn's Disease,ZFAND6,1
Crohn's Disease,ZFAT,1
Crohn's Disease,ZGPAT,2
Crohn's Disease,ZMIZ1,4
Crohn's Disease,ZNF266,1
Crohn's Disease,ZNF300,1
Crohn's Disease,ZNF365,11
Crohn's Disease,ZNF649,1
Crohn's Disease,ZNF678,1
Crohn's Disease,ZPBP,1
Crohn's Disease,ZPBP2,2
"Diabetes Mellitus, Type 1",ABCC8,5
"Diabetes Mellitus, Type 1",ABLIM1,1
"Diabetes Mellitus, Type 1",ABO,3
"Diabetes Mellitus, Type 1",ACE,35
"Diabetes Mellitus, Type 1",ACE2,1
"Diabetes Mellitus, Type 1",ACP1,6
"Diabetes Mellitus, Type 1",ACTN4,1
"Diabetes Mellitus, Type 1",ADA,3
"Diabetes Mellitus, Type 1",ADAD1,1
"Diabetes Mellitus, Type 1",ADAM1,1
"Diabetes Mellitus, Type 1",ADAM33,1
"Diabetes Mellitus, Type 1",ADAMTS9,1
"Diabetes Mellitus, Type 1",ADD1,1
"Diabetes Mellitus, Type 1",ADD2,1
"Diabetes Mellitus, Type 1",ADIPOQ,10
"Diabetes Mellitus, Type 1",ADORA2A,1
"Diabetes Mellitus, Type 1",ADRB1,1
"Diabetes Mellitus, Type 1",ADRB2,3
"Diabetes Mellitus, Type 1",ADRB3,1
"Diabetes Mellitus, Type 1",AFF3,3
"Diabetes Mellitus, Type 1",AGER,7
"Diabetes Mellitus, Type 1",AGPAT1,1
"Diabetes Mellitus, Type 1",AGT,8
"Diabetes Mellitus, Type 1",AGTR1,11
"Diabetes Mellitus, Type 1",AGTR2,3
"Diabetes Mellitus, Type 1",AIF1,2
"Diabetes Mellitus, Type 1",AIM1,1
"Diabetes Mellitus, Type 1",AIRE,2
"Diabetes Mellitus, Type 1",AKR1B1,8
"Diabetes Mellitus, Type 1",AKR1B10,2
"Diabetes Mellitus, Type 1",ALCAM,1
"Diabetes Mellitus, Type 1",ALDH2,1
"Diabetes Mellitus, Type 1",ALOX12,1
"Diabetes Mellitus, Type 1",AMD1,1
"Diabetes Mellitus, Type 1",ANKS1A,1
"Diabetes Mellitus, Type 1",ANXA11,1
"Diabetes Mellitus, Type 1",APEX1,1
"Diabetes Mellitus, Type 1",APOA1,1
"Diabetes Mellitus, Type 1",APOA4,1
"Diabetes Mellitus, Type 1",APOA5,1
"Diabetes Mellitus, Type 1",APOB,3
"Diabetes Mellitus, Type 1",APOC1,2
"Diabetes Mellitus, Type 1",APOC3,3
"Diabetes Mellitus, Type 1",APOE,9
"Diabetes Mellitus, Type 1",APOM,1
"Diabetes Mellitus, Type 1",AR,2
"Diabetes Mellitus, Type 1",ARMC2,1
"Diabetes Mellitus, Type 1",ARMS2,1
"Diabetes Mellitus, Type 1",ASCC3,1
"Diabetes Mellitus, Type 1",ATF6,1
"Diabetes Mellitus, Type 1",ATG5,1
"Diabetes Mellitus, Type 1",ATP1A1,1
"Diabetes Mellitus, Type 1",ATP4A,1
"Diabetes Mellitus, Type 1",ATP5B,1
"Diabetes Mellitus, Type 1",ATXN2,1
"Diabetes Mellitus, Type 1",B4GALNT1,1
"Diabetes Mellitus, Type 1",BACH2,12
"Diabetes Mellitus, Type 1",BANK1,2
"Diabetes Mellitus, Type 1",BAT1,1
"Diabetes Mellitus, Type 1",BAT2,2
"Diabetes Mellitus, Type 1",BCAR1,1
"Diabetes Mellitus, Type 1",BDKRB1,1
"Diabetes Mellitus, Type 1",BDKRB2,1
"Diabetes Mellitus, Type 1",BECN1,1
"Diabetes Mellitus, Type 1",BEND3,1
"Diabetes Mellitus, Type 1",BID,1
"Diabetes Mellitus, Type 1",BLK,1
"Diabetes Mellitus, Type 1",BMP2,1
"Diabetes Mellitus, Type 1",BMP4,1
"Diabetes Mellitus, Type 1",BMP7,1
"Diabetes Mellitus, Type 1",BNC2,2
"Diabetes Mellitus, Type 1",BSN,1
"Diabetes Mellitus, Type 1",BTC,1
"Diabetes Mellitus, Type 1",BTLA,2
"Diabetes Mellitus, Type 1",BTN3A2,1
"Diabetes Mellitus, Type 1",BTNL2,3
"Diabetes Mellitus, Type 1",C10orf2,1
"Diabetes Mellitus, Type 1",C12orf30,3
"Diabetes Mellitus, Type 1",C14orf181,2
"Diabetes Mellitus, Type 1",C14orf64,1
"Diabetes Mellitus, Type 1",C1QTNF6,3
"Diabetes Mellitus, Type 1",C2,1
"Diabetes Mellitus, Type 1",C2orf65,1
"Diabetes Mellitus, Type 1",C4A,1
"Diabetes Mellitus, Type 1",C4B,1
"Diabetes Mellitus, Type 1",C4BPA,1
"Diabetes Mellitus, Type 1",C5,2
"Diabetes Mellitus, Type 1",C6orf10,2
"Diabetes Mellitus, Type 1",C6orf203,1
"Diabetes Mellitus, Type 1",C6orf204,1
"Diabetes Mellitus, Type 1",C6orf25,1
"Diabetes Mellitus, Type 1",C6orf27,1
"Diabetes Mellitus, Type 1",C6orf47,1
"Diabetes Mellitus, Type 1",C8orf85,1
"Diabetes Mellitus, Type 1",CACNA1D,1
"Diabetes Mellitus, Type 1",CALD1,1
"Diabetes Mellitus, Type 1",CAPSL,2
"Diabetes Mellitus, Type 1",CARD15,2
"Diabetes Mellitus, Type 1",CARS,3
"Diabetes Mellitus, Type 1",CASQ1,1
"Diabetes Mellitus, Type 1",CAT,9
"Diabetes Mellitus, Type 1",CAV1,1
"Diabetes Mellitus, Type 1",CBLB,1
"Diabetes Mellitus, Type 1",CBX5,1
"Diabetes Mellitus, Type 1",CCL2,5
"Diabetes Mellitus, Type 1",CCL21,1
"Diabetes Mellitus, Type 1",CCL3,1
"Diabetes Mellitus, Type 1",CCL4,1
"Diabetes Mellitus, Type 1",CCNY,1
"Diabetes Mellitus, Type 1",CCR2,1
"Diabetes Mellitus, Type 1",CCR2,1
"Diabetes Mellitus, Type 1",CCR3,3
"Diabetes Mellitus, Type 1",CCR5,10
"Diabetes Mellitus, Type 1",CCR7,1
"Diabetes Mellitus, Type 1",CCR9,1
"Diabetes Mellitus, Type 1",CD101,1
"Diabetes Mellitus, Type 1",CD14,2
"Diabetes Mellitus, Type 1",CD209,1
"Diabetes Mellitus, Type 1",CD226,13
"Diabetes Mellitus, Type 1",CD247,1
"Diabetes Mellitus, Type 1",CD274,4
"Diabetes Mellitus, Type 1",CD276,1
"Diabetes Mellitus, Type 1",CD28,5
"Diabetes Mellitus, Type 1",CD2AP,1
"Diabetes Mellitus, Type 1",CD38,2
"Diabetes Mellitus, Type 1",CD4,5
"Diabetes Mellitus, Type 1",CD40,3
"Diabetes Mellitus, Type 1",CD44,1
"Diabetes Mellitus, Type 1",CD48,1
"Diabetes Mellitus, Type 1",CD58,1
"Diabetes Mellitus, Type 1",CD69,3
"Diabetes Mellitus, Type 1",CD80,1
"Diabetes Mellitus, Type 1",CD86,1
"Diabetes Mellitus, Type 1",CD8A,1
"Diabetes Mellitus, Type 1",CDH13,2
"Diabetes Mellitus, Type 1",CDK11A,1
"Diabetes Mellitus, Type 1",CDK18,1
"Diabetes Mellitus, Type 1",CDK2,1
"Diabetes Mellitus, Type 1",CDK6,1
"Diabetes Mellitus, Type 1",CDKAL1,9
"Diabetes Mellitus, Type 1",CDKN2A,6
"Diabetes Mellitus, Type 1",CDKN2B,7
"Diabetes Mellitus, Type 1",CENPW,4
"Diabetes Mellitus, Type 1",CEP135,1
"Diabetes Mellitus, Type 1",CETP,2
"Diabetes Mellitus, Type 1",CFB,3
"Diabetes Mellitus, Type 1",CFH,2
"Diabetes Mellitus, Type 1",CFTR,1
"Diabetes Mellitus, Type 1",CHN2,1
"Diabetes Mellitus, Type 1",CIITA,2
"Diabetes Mellitus, Type 1",CLEC16A,18
"Diabetes Mellitus, Type 1",CLEC1B,1
"Diabetes Mellitus, Type 1",CLIC1,2
"Diabetes Mellitus, Type 1",CNDP1,5
"Diabetes Mellitus, Type 1",CNDP2,1
"Diabetes Mellitus, Type 1",COBL,3
"Diabetes Mellitus, Type 1",COL11A2,1
"Diabetes Mellitus, Type 1",COL4A2,1
"Diabetes Mellitus, Type 1",COL6A6,1
"Diabetes Mellitus, Type 1",COX8A,3
"Diabetes Mellitus, Type 1",CPVL,1
"Diabetes Mellitus, Type 1",CR2,1
"Diabetes Mellitus, Type 1",CREM,1
"Diabetes Mellitus, Type 1",CRP,6
"Diabetes Mellitus, Type 1",CRYAB,1
"Diabetes Mellitus, Type 1",CSF2,1
"Diabetes Mellitus, Type 1",CSK,1
"Diabetes Mellitus, Type 1",CTGF,3
"Diabetes Mellitus, Type 1",CTLA4,125
"Diabetes Mellitus, Type 1",CTRB2,2
"Diabetes Mellitus, Type 1",CTSB,1
"Diabetes Mellitus, Type 1",CTSH,6
"Diabetes Mellitus, Type 1",CTSL2,1
"Diabetes Mellitus, Type 1",CUBN,1
"Diabetes Mellitus, Type 1",CUX2,1
"Diabetes Mellitus, Type 1",CXCL10,4
"Diabetes Mellitus, Type 1",CXCL12,2
"Diabetes Mellitus, Type 1",CXCL9,1
"Diabetes Mellitus, Type 1",CYBA,6
"Diabetes Mellitus, Type 1",CYBB,1
"Diabetes Mellitus, Type 1",CYCS,1
"Diabetes Mellitus, Type 1",CYP11B2,2
"Diabetes Mellitus, Type 1",CYP24A1,5
"Diabetes Mellitus, Type 1",CYP27A1,1
"Diabetes Mellitus, Type 1",CYP27B1,11
"Diabetes Mellitus, Type 1",CYP2J2,1
"Diabetes Mellitus, Type 1",CYP2R1,8
"Diabetes Mellitus, Type 1",DAXX,1
"Diabetes Mellitus, Type 1",DBP,4
"Diabetes Mellitus, Type 1",DCBLD1,1
"Diabetes Mellitus, Type 1",DCN,1
"Diabetes Mellitus, Type 1",DDAH1,2
"Diabetes Mellitus, Type 1",DDAH2,3
"Diabetes Mellitus, Type 1",DDIT3,1
"Diabetes Mellitus, Type 1",DDO,1
"Diabetes Mellitus, Type 1",DDOST,1
"Diabetes Mellitus, Type 1",DEFB1,1
"Diabetes Mellitus, Type 1",DHCR7,6
"Diabetes Mellitus, Type 1",DIANPH,1
"Diabetes Mellitus, Type 1",DLK1,3
"Diabetes Mellitus, Type 1",DLL1,1
"Diabetes Mellitus, Type 1",DMPK,1
"Diabetes Mellitus, Type 1",DNASE1L1,1
"Diabetes Mellitus, Type 1",Dock8,1
"Diabetes Mellitus, Type 1",DSE,1
"Diabetes Mellitus, Type 1",DYNC1H1,1
"Diabetes Mellitus, Type 1",EFR3B,1
"Diabetes Mellitus, Type 1",EGFL8,1
"Diabetes Mellitus, Type 1",EGFR,1
"Diabetes Mellitus, Type 1",EIF2AK3,2
"Diabetes Mellitus, Type 1",EIF4H,1
"Diabetes Mellitus, Type 1",ELMO1,1
"Diabetes Mellitus, Type 1",ELN,1
"Diabetes Mellitus, Type 1",ENPP1,1
"Diabetes Mellitus, Type 1",EPO,3
"Diabetes Mellitus, Type 1",ERAP1,1
"Diabetes Mellitus, Type 1",ERBB3,23
"Diabetes Mellitus, Type 1",ERBB4,2
"Diabetes Mellitus, Type 1",ERVK7,1
"Diabetes Mellitus, Type 1",ESR1,2
"Diabetes Mellitus, Type 1",F12,1
"Diabetes Mellitus, Type 1",F2,1
"Diabetes Mellitus, Type 1",F5,1
"Diabetes Mellitus, Type 1",F8A1,1
"Diabetes Mellitus, Type 1",FABP2,1
"Diabetes Mellitus, Type 1",FAM135A,1
"Diabetes Mellitus, Type 1",FAM167A,1
"Diabetes Mellitus, Type 1",FAM184A,1
"Diabetes Mellitus, Type 1",FAM189A2,1
"Diabetes Mellitus, Type 1",FAS,1
"Diabetes Mellitus, Type 1",FASLG,1
"Diabetes Mellitus, Type 1",FBXO38,1
"Diabetes Mellitus, Type 1",FCGR2A,1
"Diabetes Mellitus, Type 1",FCGR3A,1
"Diabetes Mellitus, Type 1",FCGR3B,1
"Diabetes Mellitus, Type 1",FCP1,1
"Diabetes Mellitus, Type 1",FCRL3,7
"Diabetes Mellitus, Type 1",FGB,1
"Diabetes Mellitus, Type 1",FGF2,1
"Diabetes Mellitus, Type 1",FIG4,1
"Diabetes Mellitus, Type 1",FLG,1
"Diabetes Mellitus, Type 1",FLVCR1,1
"Diabetes Mellitus, Type 1",FMN2,1
"Diabetes Mellitus, Type 1",FN3K,2
"Diabetes Mellitus, Type 1",FOXD3,3
"Diabetes Mellitus, Type 1",FOXO3,1
"Diabetes Mellitus, Type 1",FOXP3,9
"Diabetes Mellitus, Type 1",FRK,1
"Diabetes Mellitus, Type 1",FRMD3,2
"Diabetes Mellitus, Type 1",FTO,8
"Diabetes Mellitus, Type 1",FUT2,4
"Diabetes Mellitus, Type 1",FUT3,1
"Diabetes Mellitus, Type 1",FYN,3
"Diabetes Mellitus, Type 1",G6PC,1
"Diabetes Mellitus, Type 1",G6PC2,3
"Diabetes Mellitus, Type 1",G6PD,1
"Diabetes Mellitus, Type 1",GAD1,5
"Diabetes Mellitus, Type 1",GAD2,11
"Diabetes Mellitus, Type 1",GC,6
"Diabetes Mellitus, Type 1",GCK,8
"Diabetes Mellitus, Type 1",GCKR,1
"Diabetes Mellitus, Type 1",GCLC,2
"Diabetes Mellitus, Type 1",GHR,1
"Diabetes Mellitus, Type 1",GIMAP4,1
"Diabetes Mellitus, Type 1",Gimap5,1
"Diabetes Mellitus, Type 1",GIMAP5,1
"Diabetes Mellitus, Type 1",GJA1,1
"Diabetes Mellitus, Type 1",GJA4,1
"Diabetes Mellitus, Type 1",GLIS3,15
"Diabetes Mellitus, Type 1",GLO1,4
"Diabetes Mellitus, Type 1",GLRA3,2
"Diabetes Mellitus, Type 1",GLUL,1
"Diabetes Mellitus, Type 1",GNB3,3
"Diabetes Mellitus, Type 1",GPR6,1
"Diabetes Mellitus, Type 1",GPX1,3
"Diabetes Mellitus, Type 1",GPX3,1
"Diabetes Mellitus, Type 1",GPX4,2
"Diabetes Mellitus, Type 1",GRIK2,1
"Diabetes Mellitus, Type 1",GSC,1
"Diabetes Mellitus, Type 1",GSDMB,4
"Diabetes Mellitus, Type 1",GSTM1,7
"Diabetes Mellitus, Type 1",GSTT1,7
"Diabetes Mellitus, Type 1",GTF3C6,1
"Diabetes Mellitus, Type 1",H2,1
"Diabetes Mellitus, Type 1",HACE1,1
"Diabetes Mellitus, Type 1",HAVCR2,1
"Diabetes Mellitus, Type 1",HBA1,3
"Diabetes Mellitus, Type 1",HBHR,1
"Diabetes Mellitus, Type 1",HDAC2,1
"Diabetes Mellitus, Type 1",HERC2,1
"Diabetes Mellitus, Type 1",HES1,1
"Diabetes Mellitus, Type 1",HFE,2
"Diabetes Mellitus, Type 1",HFE2,1
"Diabetes Mellitus, Type 1",HHEX,9
"Diabetes Mellitus, Type 1",HIF1A,1
"Diabetes Mellitus, Type 1",HLA-A,35
"Diabetes Mellitus, Type 1",HLA-B,40
"Diabetes Mellitus, Type 1",HLA-C,17
"Diabetes Mellitus, Type 1",HLA-DOA,1
"Diabetes Mellitus, Type 1",HLA-DPA1,8
"Diabetes Mellitus, Type 1",HLA-DPB1,25
"Diabetes Mellitus, Type 1",HLA-DQA1,166
"Diabetes Mellitus, Type 1",HLA-DQA2,1
"Diabetes Mellitus, Type 1",HLA-DQB1,326
"Diabetes Mellitus, Type 1",HLA-DRA,7
"Diabetes Mellitus, Type 1",HLA-DRB1,245
"Diabetes Mellitus, Type 1",HLA-DRB3,1
"Diabetes Mellitus, Type 1",HLA-DRB4,24
"Diabetes Mellitus, Type 1",HLA-DRB5,2
"Diabetes Mellitus, Type 1",HLA-G,3
"Diabetes Mellitus, Type 1",HMGA2,1
"Diabetes Mellitus, Type 1",HMGCS2,1
"Diabetes Mellitus, Type 1",HNF1A,19
"Diabetes Mellitus, Type 1",HNF1B,5
"Diabetes Mellitus, Type 1",HNF4A,9
"Diabetes Mellitus, Type 1",HP,12
"Diabetes Mellitus, Type 1",HSD11B2,1
"Diabetes Mellitus, Type 1",HSF2,1
"Diabetes Mellitus, Type 1",HSPA1A,2
"Diabetes Mellitus, Type 1",HSPA1B,1
"Diabetes Mellitus, Type 1",HSPA1L,2
"Diabetes Mellitus, Type 1",IBD5,1
"Diabetes Mellitus, Type 1",ICAM1,5
"Diabetes Mellitus, Type 1",ICAM3,2
"Diabetes Mellitus, Type 1",ICOS,3
"Diabetes Mellitus, Type 1",ICOSLG,1
"Diabetes Mellitus, Type 1",IDDM12,1
"Diabetes Mellitus, Type 1",IDDM2,1
"Diabetes Mellitus, Type 1",IDDM3,1
"Diabetes Mellitus, Type 1",IDDM4,1
"Diabetes Mellitus, Type 1",IDDM5,1
"Diabetes Mellitus, Type 1",Iddm8,1
"Diabetes Mellitus, Type 1",IDDM8,1
"Diabetes Mellitus, Type 1",IDE,6
"Diabetes Mellitus, Type 1",IFIH1,30
"Diabetes Mellitus, Type 1",IFNB1,1
"Diabetes Mellitus, Type 1",IFNG,10
"Diabetes Mellitus, Type 1",IFNW1,1
"Diabetes Mellitus, Type 1",IGF1,4
"Diabetes Mellitus, Type 1",IGF2,2
"Diabetes Mellitus, Type 1",IGF2BP2,6
"Diabetes Mellitus, Type 1",IGHD1-7,1
"Diabetes Mellitus, Type 1",IKBKG,1
"Diabetes Mellitus, Type 1",IKZF1,2
"Diabetes Mellitus, Type 1",IKZF3,1
"Diabetes Mellitus, Type 1",IKZF4,3
"Diabetes Mellitus, Type 1",Il10,1
"Diabetes Mellitus, Type 1",IL10,19
"Diabetes Mellitus, Type 1",IL12A,4
"Diabetes Mellitus, Type 1",IL12B,9
"Diabetes Mellitus, Type 1",IL12RB1,1
"Diabetes Mellitus, Type 1",IL12RB2,2
"Diabetes Mellitus, Type 1",IL13,4
"Diabetes Mellitus, Type 1",IL15,2
"Diabetes Mellitus, Type 1",IL17A,3
"Diabetes Mellitus, Type 1",IL17F,1
"Diabetes Mellitus, Type 1",IL17RA,2
"Diabetes Mellitus, Type 1",IL17RB,1
"Diabetes Mellitus, Type 1",IL17RE,1
"Diabetes Mellitus, Type 1",IL18,15
"Diabetes Mellitus, Type 1",IL18R1,1
"Diabetes Mellitus, Type 1",IL18RAP,8
"Diabetes Mellitus, Type 1",IL19,1
"Diabetes Mellitus, Type 1",IL1A,4
"Diabetes Mellitus, Type 1",IL1B,5
"Diabetes Mellitus, Type 1",IL1R1,3
"Diabetes Mellitus, Type 1",IL1RAP,1
"Diabetes Mellitus, Type 1",IL1RN,3
"Diabetes Mellitus, Type 1",IL2,19
"Diabetes Mellitus, Type 1",IL20,1
"Diabetes Mellitus, Type 1",IL21,8
"Diabetes Mellitus, Type 1",IL21R,1
"Diabetes Mellitus, Type 1",IL23A,1
"Diabetes Mellitus, Type 1",IL23R,5
"Diabetes Mellitus, Type 1",IL26,1
"Diabetes Mellitus, Type 1",IL27,7
"Diabetes Mellitus, Type 1",IL2RA,40
"Diabetes Mellitus, Type 1",IL2RB,1
"Diabetes Mellitus, Type 1",IL4,8
"Diabetes Mellitus, Type 1",IL4R,5
"Diabetes Mellitus, Type 1",IL6,21
"Diabetes Mellitus, Type 1",IL6R,2
"Diabetes Mellitus, Type 1",IL7,1
"Diabetes Mellitus, Type 1",IL7R,5
"Diabetes Mellitus, Type 1",INPPL1,1
"Diabetes Mellitus, Type 1",INS,94
"Diabetes Mellitus, Type 1",INSM2,1
"Diabetes Mellitus, Type 1",IPF1,1
"Diabetes Mellitus, Type 1",IRF5,4
"Diabetes Mellitus, Type 1",IRF8,1
"Diabetes Mellitus, Type 1",IRS1,3
"Diabetes Mellitus, Type 1",IRS2,2
"Diabetes Mellitus, Type 1",ITGA2,1
"Diabetes Mellitus, Type 1",ITGA4,1
"Diabetes Mellitus, Type 1",ITGAM,2
"Diabetes Mellitus, Type 1",ITGB1,1
"Diabetes Mellitus, Type 1",ITGB3,1
"Diabetes Mellitus, Type 1",ITGB3BP,1
"Diabetes Mellitus, Type 1",ITGB7,1
"Diabetes Mellitus, Type 1",ITPR3,2
"Diabetes Mellitus, Type 1",JAG1,1
"Diabetes Mellitus, Type 1",JAZF1,1
"Diabetes Mellitus, Type 1",KCNJ11,18
"Diabetes Mellitus, Type 1",KCNQ1,3
"Diabetes Mellitus, Type 1",KIAA1109,2
"Diabetes Mellitus, Type 1",KIDINS220,1
"Diabetes Mellitus, Type 1",KIF5A,1
"Diabetes Mellitus, Type 1",KIR2DL1,9
"Diabetes Mellitus, Type 1",KIR2DL2,11
"Diabetes Mellitus, Type 1",KIR2DL3,10
"Diabetes Mellitus, Type 1",KIR2DL4,5
"Diabetes Mellitus, Type 1",KIR2DL5A,6
"Diabetes Mellitus, Type 1",KIR2DL5B,2
"Diabetes Mellitus, Type 1",KIR2DP1,1
"Diabetes Mellitus, Type 1",KIR2DS1,9
"Diabetes Mellitus, Type 1",KIR2DS2,4
"Diabetes Mellitus, Type 1",KIR2DS2,1
"Diabetes Mellitus, Type 1",KIR2DS3,6
"Diabetes Mellitus, Type 1",KIR2DS4,8
"Diabetes Mellitus, Type 1",KIR2DS5,9
"Diabetes Mellitus, Type 1",KIR3DL1,10
"Diabetes Mellitus, Type 1",KIR3DL2,4
"Diabetes Mellitus, Type 1",KIR3DL3,5
"Diabetes Mellitus, Type 1",KIR3DS1,9
"Diabetes Mellitus, Type 1",KIRREL,1
"Diabetes Mellitus, Type 1",KL,2
"Diabetes Mellitus, Type 1",KLF11,1
"Diabetes Mellitus, Type 1",KLHDC1,1
"Diabetes Mellitus, Type 1",KLHDC5,1
"Diabetes Mellitus, Type 1",KLRA1,1
"Diabetes Mellitus, Type 1",KNG1,1
"Diabetes Mellitus, Type 1",KPNA5,1
"Diabetes Mellitus, Type 1",LACE1,1
"Diabetes Mellitus, Type 1",LAD1,1
"Diabetes Mellitus, Type 1",LAG3,1
"Diabetes Mellitus, Type 1",LAMA4,1
"Diabetes Mellitus, Type 1",LCK,1
"Diabetes Mellitus, Type 1",LEP,3
"Diabetes Mellitus, Type 1",LEPR,3
"Diabetes Mellitus, Type 1",LGALS3,1
"Diabetes Mellitus, Type 1",LIF,1
"Diabetes Mellitus, Type 1",LIPC,1
"Diabetes Mellitus, Type 1",LMO7,1
"Diabetes Mellitus, Type 1",LOC100505832,1
"Diabetes Mellitus, Type 1",LOC348120,1
"Diabetes Mellitus, Type 1",LPA,1
"Diabetes Mellitus, Type 1",LPAR3,1
"Diabetes Mellitus, Type 1",LPL,3
"Diabetes Mellitus, Type 1",LPP,5
"Diabetes Mellitus, Type 1",LRP5,1
"Diabetes Mellitus, Type 1",LRRC7,1
"Diabetes Mellitus, Type 1",LTA,10
"Diabetes Mellitus, Type 1",LY6G5B,1
"Diabetes Mellitus, Type 1",MAN1A1,1
"Diabetes Mellitus, Type 1",MAP1B,1
"Diabetes Mellitus, Type 1",MAP3K14,1
"Diabetes Mellitus, Type 1",MAP3K7,1
"Diabetes Mellitus, Type 1",MAPK14,2
"Diabetes Mellitus, Type 1",MARCKS,1
"Diabetes Mellitus, Type 1",MAVS,1
"Diabetes Mellitus, Type 1",MBL2,7
"Diabetes Mellitus, Type 1",MCF2L2,1
"Diabetes Mellitus, Type 1",MCM9,1
"Diabetes Mellitus, Type 1",MCTP2,2
"Diabetes Mellitus, Type 1",MEFV,1
"Diabetes Mellitus, Type 1",MGAT1,1
"Diabetes Mellitus, Type 1",MIA3,1
"Diabetes Mellitus, Type 1",MICA,2
"Diabetes Mellitus, Type 1",MICA,23
"Diabetes Mellitus, Type 1",MICAL1,1
"Diabetes Mellitus, Type 1",MICB,1
"Diabetes Mellitus, Type 1",MIF,1
"Diabetes Mellitus, Type 1",MIOX,1
"Diabetes Mellitus, Type 1",MIR136,1
"Diabetes Mellitus, Type 1",MIR146A,1
"Diabetes Mellitus, Type 1",MIR155,1
"Diabetes Mellitus, Type 1",MIR196A2,1
